artists_id,danceability
[781399],-197266.9995518791
[781399],-214892.99948165924
[781399],-176292.99954291302
[781399],-176332.99917569602
[781399],-175252.9993548586
[781399],-167892.9997804717
[781399],-134826.99938149753
[781399],-196666.99968329223
[781399],-163826.99928661803
[781399],-178132.99960663804
[781399],-223839.9995529579
[781399],-148679.99953778245
[781399],-198146.99922767625
[781399],-193612.99957270845
[781399],-198106.99957107133
[781399],-233879.99965274974
"[2264745, 3068662]",-217052.99971164114
"[2264745, 2487188]",-253387.00000200394
"[2264745, 814387]",-227928.00014744012
"[2264745, 2165952]",-228481.99984907557
"[2264745, 232869]",-229680.00004928687
"[2264745, 551762, 2784799]",-190067.00011956983
"[2264745, 2674162]",-236133.00011062762
"[2264745, 2782403]",-214839.9999395425
[2264745],-227027.000129171
[2264745],-227386.99996391867
[2264745],-159011.00009359032
[2264745],-193986.99994675748
[2264745],-140693.00002721854
[2264745],-322027.0000173833
[2264745],-211292.99980203604
[2264745],-226426.99981019198
[2264745],-226667.00011166994
[2264745],-73812.99991829392
[2264745],-299212.9999387845
[2264745],-234426.99974853257
[2264745],-210199.99955125642
[2264745],-214279.9998315353
[2264745],-233719.99953437006
[2264745],-339732.99983262917
[2264745],-228373.00002016063
[2264745],-247079.99963506966
[2264745],-192226.9999286391
[2264745],-245893.00005389532
[2264745],-227027.00013823705
[2264745],-197267.00001256433
[2264745],-193920.00009158158
[2264745],-244453.00009722327
[2264745],-226159.99981301138
[2264745],-235946.99994321176
[2264745],-205920.00005680785
[2264745],-178627.00000990796
[2264745],-207320.00016845771
[2264745],-216000.00011735875
[2264745],-197546.99991220026
[2264745],-186106.9996763881
[2264745],-190439.99978159013
[2264745],-159011.00020237901
[2264745],-327773.00007945625
[2264745],-214907.00004203818
[2264745],-198160.00013383923
[2264745],-165146.99985835343
[2264745],-327773.0001610533
[2264745],-339732.9998144583
[2264745],-194707.00011625158
[2264745],-233732.99978076864
[2264745],-232587.00015544155
[2264745],-223853.00004936307
[2264745],-194839.99989751348
[2264745],-179293.0000173276
[2264745],-197599.99993178924
[2264745],-202360.0000418321
[2264745],-171573.00018368574
[2264745],-182000.0002486206
[2264745],-212267.00031418583
[2264745],-179599.99963678612
[2264745],-189507.00003109907
[2264745],-222946.99989475778
[2264745],-168520.00020162313
[2264745],-247079.99959882908
[2264745],-208492.99995162498
[2264745],-245667.00016221692
[2264745],-172106.99979625156
[2264745],-208880.00017408037
[2264745],-216892.99979904207
[2264745],-271467.0000575288
[2264745],-267106.99986491335
[2264745],-204092.99947914193
[2264745],-216492.99967375526
[2264745],-260000.0000160791
[2264745],-200399.99999975052
[2264745],-37639.999689871445
[2264745],-211879.99963774902
[2264745],-246892.99978124356
[2264745],-171333.00008804048
[2264745],-189533.00011876866
[2264745],-158586.9998320264
"[500298, 540010, 116465, 642354]",-357026.9997038698
[500298],-229092.999987771
[500298],-496159.9995640337
[500298],-267732.99998226116
[2877943],-219892.99984718525
[2877943],-278919.9992905677
[2877943],-234159.99994281563
[2877943],-189292.99945631754
[2877943],-190612.99998417118
[2877943],-170839.99946432485
[2877943],-215146.99952493087
[3315236],-172101.9995366988
[502269],-226066.9995895714
[502269],-266799.9997141005
[502269],-243639.99953357488
[502269],-268266.9996414871
[502269],-221706.99952096897
[502269],-324866.99975438
[502269],-502039.9996609265
[502269],-382532.9996532001
[502269],-220706.99977829037
[502269],-289932.9995985051
[502269],-296666.999563615
[20760],-247826.999519462
[20760],-266279.9993073632
[501081],-299319.9995589296
[501081],-193199.9995504269
[501081],-216959.99974499492
[501081],-191826.99947834367
[501081],-250839.99955471858
[501081],-270532.9996686363
[501081],-219399.99987275794
[501081],-256159.9993478259
[501081],-192706.9995731408
[501081],-248572.99954541368
[501081],-325532.99955658393
[501081],-262506.99965567363
[501081],-219892.99988901804
[501081],-223372.99986458008
[501081],-236652.99966111267
[501081],-193559.999759464
[501081],-289026.9998145298
[501081],-206412.9996317673
[501081],-260252.9997523216
[501081],-185959.99976313056
[501081],-293532.99975289276
[501081],-245572.99974417262
[19435],-333172.99962906603
[669194],-194892.99984830755
[669194],-242746.99962249
[669194],-256172.99926740665
[669194],-178479.99977295674
[669194],-251532.9995616998
[669194],-251932.99951737231
[669194],-194439.99987416147
[337856],-158946.99934206376
[337856],-288466.9998423834
[337856],-266999.9997754452
"[127949, 957296]",-479999.9999233928
[127949],-311066.99953587505
[824866],-196717.99970048602
[824866],-131559.99953227138
[824866],-187479.9993608218
[824866],-202012.9996585167
[824866],-380760.9995528044
[824866],-170306.99979754057
[824866],-164266.99973957523
[824866],-184666.99976934431
[824866],-166932.9992469534
[824866],-198332.99964707674
[824866],-181026.99950871457
[824866],-174666.99910949866
[824866],-150932.99909370168
[128585],-199719.9997152214
[128585],-279039.9995462635
[120412],-197932.99940950793
[120412],-202586.9999549713
[2136598],-287666.9998794942
[2136598],-192079.99961488205
[2136598],-168679.99990252272
[2136598],-245880.00003298023
[2136598],-266092.99987247895
[127766],-168679.99967784598
[127766],-195212.99928940335
[127766],-176772.99963737134
[127766],-152012.99954482532
[127766],-172479.99958314118
[133719],-248506.9998605421
[133719],-332652.9997899073
[133719],-168094.99974791022
[133719],-207399.99954783864
[133719],-387706.999762362
[133719],-413879.9996039168
[133719],-227972.99988142797
[133719],-323239.9998145185
[133719],-241466.99954055424
[133719],-219812.99932580028
[672411],-189492.99986470368
[672411],-213772.99986911734
[672411],-173959.99974084718
[395819],-198667.99931624322
[395819],-288172.99929466005
"[76788, 762821]",-196811.99966722963
[23411],-162839.99981929717
[742166],-123226.99934835103
[742166],-180386.99969328858
[742166],-148666.99962359524
[742166],-133466.99970322268
[742166],-117719.99943485833
[742166],-166466.9996142471
[742166],-160132.9994955527
[742166],-133066.99944422007
[742166],-151759.99928659477
[742166],-142692.99958506622
[742166],-131479.999522556
[742166],-153706.9995730969
[742166],-166492.99969519823
[108826],-167866.99952464006
[108826],-107466.99923252994
[108826],-145439.99951492468
[108826],-124039.99967304552
[108826],-170199.9994953988
[108826],-161759.99950587857
[108826],-128799.99953033241
[108826],-162452.9997897853
[108826],-124652.99912006842
[108826],-144292.9995110579
[108826],-147786.9995084529
[108826],-146239.9994703297
[108826],-141826.99950643018
[108826],-212546.9997434346
[108826],-160786.9992246196
[108826],-193839.99965811102
[108826],-154399.99951839668
[108826],-179652.99948262813
[108826],-190319.99955078008
[108826],-157719.99930963563
[108826],-176839.99963571972
[108826],-166439.99956510123
[108826],-118826.99918066157
[108826],-187772.99947929886
[108826],-151479.99947818642
[108826],-141959.99950778388
[108826],-169240.00003388853
[108826],-154172.9999936018
[108826],-166212.99966998358
[108826],-179120.00007047172
[108826],-181067.00010381977
[108826],-178372.99984525482
[108826],-126226.99946494692
[108826],-171839.99972036693
[108826],-130399.99949877815
[108826],-160559.99965628557
[108826],-182412.9994703359
[108826],-171266.99968878098
[108826],-138159.99917471557
[108826],-82679.99921551485
[108826],-147652.99928772327
[108826],-225386.99982625333
[108826],-132786.9994066894
[108826],-135332.9993172333
[108826],-127199.99950494409
[108826],-211959.99958531148
[108826],-141759.9995403921
[108826],-164346.99966466692
[130689],-225092.99959569832
[130689],-221399.99955997907
[130689],-288666.9998067435
[130689],-205292.9997765681
[130689],-219332.99955099128
[130689],-257226.9998457032
[130689],-215066.99948381304
[130689],-338199.99944194034
[130689],-487932.9994716606
[130689],-244866.9994241029
[130689],-340226.9996804961
[130689],-197466.99959951043
[130689],-298092.9996055258
[130689],-393266.9996403988
[130689],-312426.99956207664
[130689],-199907.00019175553
[130689],-284839.9997688588
[130689],-341690.99955896795
[130689],-350999.9999563252
[130689],-335256.99995633814
[130689],-204463.9999706951
[130689],-291892.9998341092
[130689],-262732.99990327505
[130689],-412081.9997263646
[130689],-292999.9997934602
[130689],-203972.99999426206
[130689],-252039.9998284232
[130689],-381757.99977271375
[130689],-275292.99966319825
[130689],-235399.99962351297
[130689],-371999.9998630826
[130689],-286396.9997566556
[130689],-314832.9999173588
[130689],-234860.9996052161
[130689],-221230.99981526088
[130689],-286178.99963371636
[130689],-364026.9999540678
[130689],-212599.9997077459
[130689],-200799.99958892493
[130689],-259746.99958778376
[130689],-323039.9995580587
[130689],-228559.99963312483
[130689],-239266.9995047396
[130689],-321316.9993974091
[130689],-209695.99955110977
[130689],-293892.99977022747
[130689],-342172.9996470882
[130689],-345999.99961581425
[130689],-330407.9995696282
[130689],-246399.99980853987
[130689],-220517.99951592804
[130689],-289026.99928337545
[130689],-232439.99988591016
[130689],-215666.99965920532
[130689],-218666.99956959067
[130689],-188289.99945638096
[130689],-155439.99955727515
[130689],-367014.99940284627
[130689],-284826.9995169285
[130689],-235230.99958271565
[130689],-216588.99953922338
[130689],-239559.99955199906
[130689],-243372.99962879962
[130689],-254039.9995542565
[130689],-235399.99965071015
[130689],-259199.99954455174
[130689],-249932.99982380867
[130689],-308964.99978917005
[597269],-226332.99985859473
"[378288, 9218]",-471559.999576441
[378288],-254519.99985577268
[378288],-356266.99969079136
[378288],-288372.9996206672
[378288],-356799.9998532799
[378288],-364346.9994762559
[378288],-229066.99923638962
[378288],-381953.9993073653
[378288],-492266.99983996304
[378288],-266466.9998914221
[378288],-299959.9999366503
[378288],-253932.99972716797
[378288],-324639.9998940793
[378288],-330773.0001859309
[378288],-308426.9999239848
[378288],-379532.99995324254
[378288],-249412.99999256094
[378288],-319000.0000282596
[378288],-381666.9995348529
[378288],-366892.9997270288
[378288],-316439.9997085541
[378288],-357132.9995271696
[378288],-261826.9999076961
[378288],-297774.9998007244
[378288],-298826.99952880177
[378288],-251199.99973598172
[130115],-227252.99971092443
[130115],-286066.9995245836
[130115],-302546.9995224867
[130115],-211986.9995843467
[130115],-217266.9998378827
[130115],-224866.99982794852
[130115],-198146.999801734
[130115],-194119.99931743648
[130115],-177212.99976870322
[130115],-187986.9992873052
[130115],-141679.99946253933
[130115],-241266.99968474678
[130115],-179546.99957002213
[130115],-285826.99952325015
[130115],-260626.9993088765
[125829],-248372.99967688374
[125829],-233959.99971375972
[802264],-131266.9996437599
[109367],-162833.9995268563
[109367],-184560.9995201249
[109367],-149443.99956680374
[109367],-162622.99952478
[20984],-131906.99945941748
[20984],-132039.99949851597
[20984],-139319.9994993458
[20984],-128026.99946042351
[20984],-159946.99957890154
[20984],-151706.99942072536
[20984],-139319.99974412037
[20984],-144546.9993997636
[20984],-139319.9997531861
[20984],-126492.99941753647
"[36312, 944310]",-265412.99975633103
[36312],-390879.9997276139
[81493],-240132.9995345301
[81493],-415159.9998325851
[81493],-225812.9994617019
[81493],-319066.99940828554
[81493],-296786.9994516127
[81493],-239279.9996207089
[81493],-408826.99967393145
[81493],-225466.99939663775
[81493],-221826.99935506625
[501436],-199399.99957272274
[501436],-187559.9996531906
[501436],-167666.9996400021
[501436],-161999.99951948345
[501436],-182626.99972098754
[630882],-265052.99917122634
[630882],-195732.999423285
[630882],-186226.99914919052
[630882],-241346.99953799264
[630882],-221026.99975477022
[630882],-77772.99945522394
[630882],-255946.99941517404
[630882],-219186.99931474956
[630882],-167092.9995058862
[630882],-167039.999365783
[630882],-147079.99944595294
[630882],-146892.99954446882
[630882],-159586.9995462626
[630882],-148306.99943801123
[630882],-177639.99934389943
[630882],-231759.99943914718
[630882],-161906.99926239712
[630882],-158399.99939839658
[630882],-136906.99953454704
[630882],-177359.9995017243
[630882],-180372.9994845675
[630882],-223159.99917896584
[630882],-136906.99953454704
[630882],-138239.9988705554
[630882],-164092.99953019866
[630882],-156399.9994305091
[630882],-161852.99936413366
[501860],-211386.9995531011
[501860],-160666.9996843872
[501860],-157612.99965114394
[501860],-197386.99954698447
[501860],-254199.99980933603
[501860],-160519.9997262292
[501860],-160439.99998467605
[501860],-195159.99962837275
[402351],-164532.9996179344
[402351],-212639.99982743146
[402351],-308186.99956757
"[448152, 533117]",-201666.99979729042
[1011101],-235600.00006322004
[1011101],-297612.9998319334
[1011101],-219679.99987311722
[1011101],-247532.99985709993
[1011101],-249439.9998433773
[1011101],-174759.99999295484
[1011101],-264493.00005183864
[1011101],-238972.9999772771
[1011101],-221972.99986790965
[1011101],-287906.999826499
[1011101],-256319.99976059812
[1011101],-175079.99982706213
[793898],-204212.99918434277
[918140],-199812.999890807
[142249],-217492.99978327643
[142249],-282306.99958129163
[142249],-285532.99970246817
[142249],-211546.99961409724
"[26350, 796872]",-601626.9997830478
"[26350, 1950198]",-169972.99943830085
"[26350, 1950198]",-185266.99941865765
"[26350, 1950198]",-269266.9996176548
"[26350, 1950198]",-305759.99931213167
"[26350, 1950198]",-228399.999510832
"[26350, 1950198]",-257132.99944375042
"[26350, 641626]",-169999.99971246018
"[26350, 803752]",-331506.9994698571
"[26350, 803752]",-108372.99964964068
"[26350, 803752]",-222652.9995517095
"[26350, 803752]",-275239.99953283306
"[26350, 803752]",-173759.99926350437
"[26350, 803752]",-195786.9995723954
"[26350, 803752]",-310266.99973724264
"[26350, 803752]",-110332.9995622731
"[26350, 803752]",-72692.99965515577
"[26350, 803752]",-926412.9995869326
"[26350, 803752]",-134812.9991990843
"[26350, 803752]",-161199.99947032542
"[26350, 803752]",-222506.9996409448
"[26350, 803752]",-160679.99944982334
"[26350, 803752]",-157012.9995044407
"[26350, 803752]",-200879.99961776534
"[26350, 803752]",-183866.99918094353
"[26350, 803752]",-184919.99962348508
"[26350, 803752]",-480919.9995675106
"[26350, 803752]",-335412.99961050606
"[26350, 803752]",-212292.99939593844
"[26350, 803752]",-209052.9995579549
"[26350, 803752]",-388226.99968760007
"[26350, 803752]",-303012.9994007354
"[26350, 803752]",-264666.99965653446
"[26350, 803752]",-111092.99967485464
"[26350, 803752]",-272532.9993553428
"[26350, 803752]",-158546.9996298296
"[26350, 803752]",-318466.9994724306
"[26350, 803752]",-397132.99955300783
"[26350, 803752]",-243052.99963503107
"[26350, 803752]",-220599.99932836005
"[26350, 803752]",-225919.99961202408
"[26350, 803752]",-350039.99958900816
"[26350, 803752]",-141092.99955952453
"[26350, 803752]",-242266.99942345225
"[26350, 803752]",-260132.9995963537
"[26350, 803752]",-154332.99919357194
"[26350, 803752]",-297532.99949690286
"[26350, 803752]",-732452.9996128868
"[26350, 803752]",-111372.99932076226
"[26350, 803752]",-229946.9995894316
"[26350, 803752]",-379572.9999954975
"[26350, 803752]",-196812.99931704692
"[26350, 803752]",-144719.99955582284
"[26350, 803752]",-316546.99955799425
"[26350, 803752]",-243666.99969479567
"[26350, 803752]",-242879.99987589702
"[26350, 803752]",-259652.9996424302
"[26350, 376150]",-288919.99983420834
"[26350, 239859]",-390706.9994184166
"[26350, 239859]",-500532.9996755532
"[26350, 119107]",-220559.99939832778
"[26350, 119107]",-241765.99941853952
"[26350, 119107]",-220172.99932998308
"[26350, 119107]",-220172.99932998308
[26350],-581012.9992468058
[26350],-266399.9996005435
[26350],-167439.99940170074
[26350],-228639.9994437586
[26350],-389199.9995219246
[26350],-558612.999335289
[26350],-374226.9994948411
[26350],-107932.99964011944
[26350],-412132.99901282013
[26350],-484932.9991488769
[26350],-347692.9992319063
[26350],-328999.9994454791
[26350],-316999.999566197
[26350],-452092.9995262159
[26350],-328959.999495437
[26350],-285866.99916158913
[26350],-586132.9993132649
[26350],-317332.9995381267
[26350],-288719.99952019344
[26350],-308639.99928748194
[26350],-147332.9995808268
[26350],-293719.9996090802
[26350],-178852.99944625085
[26350],-191892.99948939087
[26350],-295239.99958476954
[26350],-123426.99946844188
[26350],-488999.999475267
[26350],-633599.9992088684
[26350],-507319.9994568898
[26350],-44292.99925889334
[26350],-101092.9994533543
[26350],-403906.9995739049
[26350],-357226.9993845092
[26350],-237772.99975435535
[26350],-418866.99932256684
[26350],-476959.99977746746
[26350],-269039.9999235305
[26350],-649999.9998103757
[26350],-489586.99939792516
[26350],-150119.99981543276
[26350],-586399.9999721431
[26350],-217226.99967816024
[26350],-468132.99965799967
[26350],-506866.99927154084
[26350],-135212.9993203074
[26350],-266732.9995525644
[26350],-494999.99940627743
[26350],-214671.99951478734
[26350],-270106.9995373487
[26350],-738532.9992544756
[26350],-536719.9997028395
[26350],-235026.99933433635
[26350],-290052.999260506
[26350],-507626.9994517563
[26350],-268332.9992088238
[26350],-304106.99954007403
[26350],-237586.99959195268
[26350],-876346.9991991884
[26350],-544759.9995200796
[26350],-515612.99956963817
[26350],-419972.99919237965
[26350],-220772.9995589794
[26350],-487426.9991805687
[26350],-233172.99948937292
[26350],-443946.999538197
[26350],-530015.999181194
[26350],-317932.9995586778
[26350],-234959.99938654405
[26350],-261092.9992466859
[26350],-687372.9996218897
[26350],-857159.9991945182
[26350],-845732.9994182675
[26350],-430399.999235492
[26350],-397706.99901986617
[26350],-105066.99937876337
[26350],-400199.9992754707
[26350],-511466.99955586717
[26350],-462880.0000129444
[26350],-251200.00002878206
[26350],-224999.99965032746
[26350],-195026.99926642052
[26350],-375226.9992007988
[26350],-249892.99936680496
[26350],-825999.9992846668
[26350],-557892.9993991009
[26350],-453012.9995534202
[26350],-461999.99950911227
[26350],-282999.99919005006
[26350],-464026.99947953055
[26350],-421052.9992170744
[26350],-454839.99920586665
[26350],-272492.9995619778
[26350],-372292.9995788551
[26350],-272999.9992809037
[26350],-400132.9991367268
[26350],-223426.99966731056
[26350],-621037.9995597713
[26350],-231932.99926188946
[26350],-133732.99916428502
[26350],-66999.9996220518
[26350],-410559.9994861227
[26350],-284266.99952298426
[26350],-251999.99949970515
[26350],-84052.99927884119
[26350],-293506.9995186739
[26350],-374386.99923130625
[26350],-121772.99940438302
[26350],-259039.99980181176
[26350],-154666.9997639945
[26350],-322132.9999281095
[26350],-354332.99985344923
[26350],-438999.99959472864
[26350],-228532.99975290324
[26350],-403932.9996687933
[26350],-286999.999994111
[26350],-269826.9996317846
[26350],-546399.9999286422
[26350],-440506.9996408562
[26350],-261052.99953706955
[26350],-48159.99933061644
[26350],-234372.99958392963
[26350],-87106.99923006257
[26350],-235359.99957907727
[26350],-132426.99958352777
[26350],-219666.99914191753
[26350],-234332.99913245585
[26350],-482919.99904298864
[26350],-189732.99928549078
[26350],-475506.9994392301
[26350],-224359.99917285956
[26350],-446639.99922977784
[26350],-778226.9992416679
[26350],-529826.9993078377
[26350],-240826.9992295173
[26350],-399906.99952815665
[26350],-341279.9992427391
[26350],-43759.99931458731
[26350],-273492.9993975705
[26350],-261159.99904848696
[26350],-270372.9995548927
[26350],-190359.99902208676
[26350],-243572.9995512219
[26350],-447399.9993533212
[26350],-165279.99960390932
[26350],-233319.99920175844
[26350],-203719.99949902718
[26350],-426866.9991812139
[26350],-60626.99946925696
[26350],-799999.9992899816
[26350],-507239.9989937581
[26350],-65399.99951515814
[26350],-200866.9993854704
[26350],-255639.99943095518
[26350],-332866.99951438326
[26350],-211092.99941352432
[26350],-48999.99908959008
[26350],-324892.99954285537
[26350],-372266.999553177
[26350],-447946.9994984744
[26350],-396052.99927413586
[26350],-226159.99933427467
[26350],-277132.99956201855
[26350],-151559.99949781183
[26350],-74639.99953468978
[26350],-283132.99991905905
[26350],-178439.99954747877
[26350],-347506.999493042
[26350],-344532.9993886252
[26350],-390132.9992536142
[26350],-257492.99950979403
[26350],-175799.9994180885
[26350],-379679.9997931337
[26350],-454759.99984736426
[26350],-455426.9998636731
[26350],-575760.0000291845
[26350],-452707.0000839837
[26350],-280439.9996230426
[26350],-186106.99940499594
[26350],-276066.99901596986
[26350],-755586.9992117275
[26350],-341466.99962642323
[26350],-467732.9994751265
[26350],-254239.999500089
[26350],-351732.9995304181
[26350],-432612.99919811235
[26350],-552106.9992966969
[26350],-354572.9991802078
[26350],-442559.99939752044
[26350],-386159.99956695724
[26350],-359052.99953575036
[26350],-278772.9992420655
[26350],-300292.9992467699
[26350],-416492.99956031854
[26350],-491492.9993647152
[26350],-218399.99918274477
[26350],-642212.9995628238
[26350],-482999.999409694
[26350],-116599.99960012692
[26350],-805626.9992021883
[26350],-487466.9994996552
[26350],-67932.99947299216
[26350],-343012.99964862305
[26350],-251399.99928501534
[26350],-246719.99955254234
[26350],-259772.9993665982
[26350],-163999.99941827633
[26350],-498866.99955170526
[26350],-413532.99986488896
[26350],-102466.99973520164
[26350],-87172.99980844777
[26350],-434426.9997400898
[26350],-479159.99955323053
[26350],-272999.99963394366
[26350],-279239.9995800887
[26350],-268546.9998729564
[26350],-344640.0000087679
[26350],-458999.9999549508
[26350],-308226.9997616013
[26350],-341067.00021657435
[26350],-122983.99901934878
[26350],-261719.99917931893
[26350],-390759.99909654906
[26350],-403163.9995349788
[26350],-270759.9995756993
[26350],-117252.9995582727
[26350],-420799.9990250175
[26350],-392026.9993030411
[26350],-235426.9996435771
[26350],-456492.9995272839
[26350],-73839.99928856624
[26350],-395959.9993353652
[26350],-298599.99956322816
[26350],-664999.9994778605
[26350],-37572.99892416928
[26350],-884852.9992375275
[26350],-510292.99957713514
[26350],-326932.9995881881
[26350],-18732.99974181575
[26350],-352906.99957059574
[26350],-375466.9993379341
[26350],-353732.99918635073
[26350],-608492.9995778445
[26350],-215599.99932631635
[26350],-460439.99969175307
[26350],-632319.9997710476
[26350],-208626.99955358056
[26350],-300199.99956411275
[26350],-449932.99975285475
[26350],-667826.9997471869
[26350],-208999.99950425013
[26350],-188639.99995808673
[26350],-206893.0000129604
[26350],-455999.9998082076
[26350],-367999.9996350917
[26350],-165692.9997914553
[26350],-467732.9994751265
[26350],-351746.9994676997
[26350],-476199.9994964369
[26350],-467546.99951680127
[26350],-354399.999181043
[26350],-523652.99916720594
[26350],-248879.99959678343
[26350],-411239.9994219742
[26350],-568666.999530167
[26350],-300506.99957934587
[26350],-258039.99957179243
[26350],-397452.9995639747
[26350],-563212.9993441453
[26350],-613013.9995331154
[26350],-385559.9996118157
[26350],-494426.9994982528
[26350],-256199.99921090296
[26350],-549452.9993669764
[26350],-461519.9990709345
[26350],-214307.00000332046
[26350],-83839.99949603077
[26350],-287892.9994535943
[26350],-150639.99959820983
[26350],-74879.99959818622
[26350],-18919.999740026535
[26350],-79066.99911721269
[26350],-157692.9996511383
[26350],-85039.99926348525
[26350],-456799.9995123891
[26350],-432759.99916590174
[26350],-251666.9994249136
[26350],-280639.9993142249
[26350],-119092.99938267654
[26350],-151332.99963087658
[26350],-282132.99956876255
[26350],-53426.99953467186
[26350],-46666.999453220364
[26350],-155706.9993914058
[26350],-101532.99956152726
[26350],-169199.99929707008
[26350],-735359.9993326431
[26350],-489546.9994164418
[26350],-88599.99990610321
[26350],-450239.99976494105
[26350],-825799.999539901
[26350],-420266.999741551
[26350],-139866.99980006443
[26350],-409759.9997226395
[26350],-156399.9997828243
[26350],-384999.9998013449
[26350],-261626.9995728108
[26350],-366507.00000667386
[26350],-256079.99978613883
[26350],-827999.9995666534
[26350],-571999.9997167848
[26350],-493999.99994764605
[26350],-417679.9999861348
[26350],-265399.9994462363
[26350],-429239.9991316775
[26350],-399332.9995087755
[26350],-246999.99916023167
[26350],-293826.999593083
[26350],-366159.9991969589
[26350],-258212.99937509373
[26350],-223306.99934652974
[26350],-560666.9993681643
[26350],-390226.99956084444
[26350],-388239.99952738406
[26350],-294052.9992054375
[26350],-177532.99951750817
[26350],-46746.999226361324
[26350],-60639.99944888023
[26350],-415439.9990933884
[26350],-29599.999480335846
[26350],-618559.9995366294
[26350],-346532.99905807944
[26350],-160826.99939719072
[26350],-139626.99932142382
[26350],-489546.9993329789
[26350],-330879.9994804823
[26350],-119092.99937361082
[26350],-245679.99902084723
[26350],-11493.000028873545
[26350],-227266.99939051026
[26350],-337226.9995017976
[26350],-475199.9995329426
[26350],-283532.9998350229
[26350],-112466.99978311037
[26350],-817599.999491158
[26350],-512799.99973052874
[26350],-59492.99950337319
[26350],-324226.99997038714
[26350],-245532.99998111633
[26350],-582999.9997952121
[26350],-361999.9999165472
[26350],-249025.99969984993
[26350],-385866.9995352574
[26350],-374226.9994948411
[26350],-305999.9995134644
[26350],-360479.9995898452
[26350],-389959.99920139264
[26350],-498666.9992380201
[26350],-483004.9995313451
[26350],-521572.9994902306
[26350],-765986.99915821
[26350],-752106.9995639204
[26350],-698772.9994460508
[26350],-179066.99940418566
[26350],-432879.9995422396
[26350],-866839.9992262156
[26350],-819826.9992011508
[26350],-306839.99943575583
[26350],-141199.99934095293
[26350],-251732.99941560824
[26350],-262759.9996104379
[26350],-234199.999394113
[26350],-361399.9996691615
[26350],-380692.99971023883
[26350],-475386.999724757
[26350],-471799.9998395551
[26350],-375106.9995547536
[26350],-594599.9997447593
[26350],-125506.99969058059
[26350],-416746.99950552685
[26350],-194279.99932719878
[26350],-307492.999342794
[26350],-277786.9995386906
[26350],-272986.9994573669
[26350],-264226.99942592153
[26350],-290639.9993312677
[26350],-110959.99943837729
[26350],-297359.99930051895
[26350],-288572.9995629584
[26350],-141906.9995655503
[26350],-200639.9992266658
[26350],-346426.9992414589
[26350],-186932.99962796154
[26350],-152999.99954479915
[26350],-280639.9993142249
[26350],-281426.9995451469
[26350],-493906.99928532017
[26350],-195999.99975167707
[26350],-338399.9996229977
[26350],-428932.999604294
[26350],-300492.9994675446
[26350],-297572.99951758876
[26350],-174866.99967499363
[26350],-329932.9994394886
[26350],-354239.9996824911
[26350],-183932.99944187573
[26350],-248506.99923615067
[26350],-297892.9994924781
[26350],-177332.99937903424
[26350],-238332.999629738
[26350],-374092.99985250144
[26350],-424692.9997809005
[26350],-220866.99918435077
[26350],-286412.9992230512
[26350],-269639.99933352094
[26350],-312359.99923474254
[26350],-270839.9995358615
[26350],-480186.9994650515
[26350],-347986.9990346766
[26350],-456306.99968688725
[26350],-659426.9995515761
[26350],-244599.99938765922
[26350],-169332.99946340368
[26350],-210533.00003682726
[26350],-517359.99996014574
[26350],-477733.00008754595
[26350],-147573.00010716743
[26350],-351492.99975967826
[26350],-433799.9997738405
[26350],-246719.99957835535
[26350],-200426.99923045802
[26350],-223132.99946592483
[26350],-78799.99940894962
[26350],-510172.9992540067
[26350],-506593.9994991592
[26350],-155532.9995327567
[26350],-188399.99937823977
[26350],-365119.99937017536
[26350],-274239.99939264805
[26350],-248479.99927810644
[26350],-360146.9991224253
[26350],-469532.9993947652
[26350],-721612.9995570775
[26350],-502786.99902350915
[26350],-371772.9994812781
[26350],-431452.9994629828
[26350],-408999.9994721202
[26350],-298759.99940028996
[26350],-479906.99954791355
[26350],-287292.99959221046
[26350],-154332.99952645856
[26350],-38226.99992507605
[26350],-86132.99978413952
[26350],-195972.99939367035
[26350],-231972.99944362277
[26350],-127199.99956417852
[26350],-201666.99944826445
[26350],-451332.9998629774
[26350],-401759.9999446616
[26350],-460027.0000865712
[26350],-223825.9995229922
[26350],-238919.99942197773
[26350],-320386.9995841578
[26350],-261092.9994926785
[26350],-626932.9995539916
[26350],-213466.99927236742
[26350],-268532.99948505324
[26350],-126532.99930625658
[26350],-563572.9993663155
[26350],-479199.99953342875
[26350],-529186.9992238829
[26350],-221786.99931257503
[26350],-359346.99918815214
[26350],-43399.99925522527
[26350],-56399.99920827181
[26350],-478372.9991970661
[26350],-45466.999302296805
[26350],-231906.99922884483
[26350],-272559.9992554072
[26350],-468719.99912908394
[26350],-275772.9991390213
[26350],-270599.9993565641
[26350],-448572.99910294695
[26350],-309652.99951249507
[26350],-369866.99934859335
[26350],-202666.99971992298
[26350],-281799.99957432575
[26350],-65732.99949530895
[26350],-171559.9997845337
[26350],-108999.99945479272
[26350],-44066.99959431492
[26350],-183439.9996684307
[26350],-254799.99949955428
[26350],-170039.99949979273
[26350],-192332.99975155757
[26350],-257132.99913478832
[26350],-144306.99913873387
[26350],-55066.99950517512
[26350],-85626.99917942783
[26350],-170426.999647413
[26350],-363972.99967654
[26350],-502999.9997364278
[26350],-284000.00009780895
[26350],-394559.99999607087
[26350],-330000.00011065527
[26350],-254776.99949907715
[26350],-79504.99926938133
[26350],-538399.999425349
